Оборотная ведомость по балансовым счетам |  |  |  |  |  |  | 
за период с 01.01.2016 по 31.12.2016 |  |  |  |  |  |  | 
по банку |  |  |  |  |  |  | 
 |  |  |  |  |  |  | 
КЛАСС  1  Денежные средства, драгоценные металлы и межбанковские операции |  |  |  |  |  |  | 
1010 | 74975624165,88272 | 0 | 15640681705689,371 | 14312543941883,586 | 1403113387971,668 | 0 | 
1011 | 58496794456,71168 | 0 | 689834244241,752 | 34144530376696,703 | -33396199337998,24 | 0 | 
1020 | 16521001749,353788 | 0 | 654759955289,7443 | 3865541431398,2505 | -3194260474359,1523 | 0 | 
1030 | 20431402379,548042 | 0 | 9951931131495,572 | 5748850039946,008 | 4223512493929,1133 | 0 | 
1040 | 115251239713,37917 | 0 | 9668096244081,996 | 9866340607336,701 | -82993123541,32617 | 0 | 
1050 | 0 | 0 | 1760172889001,325 | 8833195080781,041 | 0 | 0 | 
1051 | 0 | 0 | 330835936,5951902 | 196181767,4212974 | 0 | 0 | 
1060 | 78995478914,80794 | 0 | 22226269707237,758 | 21899749288825,543 | 405515897327,02344 | 0 | 
1080 | 33853967255,370644 | 0 | 47740325226371,305 | 58247261198579,52 | -10473082004952,852 | 0 | 
1090 | 8926851,371667959 | 0 | 424384709,5536749 | 57662361,01722294 | 375649199,9081199 | 0 | 
1091 | 0 | 0 | 119441980,71364792 | 219218161,51626128 | 0 | 0 | 
10 | 398534435486,4256 | 0 | 108332945766035,69 | 156918485027737,34 | -41114017512423,85 | 0 | 
1201 | 456934546927,3022 | 0 | 59987304079198,19 | 179480625448903,72 | -119036386822778,22 | 0 | 
1202 | 1171285598,8094392 | 0 | 11397447166,781794 | 775961141,6509806 | 11792771623,940252 | 0 | 
1214 | 0 | 0 | 1682995712,7267907 | 747285783,2996991 | 0 | 0 | 
1220 | 31564757161,351383 | 0 | 45575176117,74715 | 184672513,0821073 | 76955260766,01642 | 0 | 
1240 | 213562112317,57748 | 0 | 19602981424712,12 | 19426182671605,742 | 390360865423,95703 | 0 | 
1274 | 23312747,028190225 | 0 | 938509632,108128 | 1795895631,5409245 | -834073252,4046063 | 0 | 
12 | 703256014752,0687 | 0 | 79649879632539,67 | 198910311935579,06 | -118558111998216,72 | 0 | 
1300 | 1601897757,1624959 | 0 | 78261451693,79239 | 8968698161,958588 | 70894651288,99629 | 0 | 
1301 | 3965077,5796058048 | 0 | 12938758103,90375 | 19895694584,6222 | -6952971403,138845 | 0 | 
